id,timestamp,sender,message,reply_to,reaction
4973,2026-01-08 05:44:00,acc1,I think today's episode was incredible! 📚,,😭
4974,2026-01-08 05:46:00,acc2,No spoilers please! 🤔,4972,❤️
4975,2026-01-08 05:48:00,acc3,Opening theme has been stuck in my head. 🎉,,👍
4976,2026-01-08 05:50:00,acc4,My favorite moment in Death Note still gives me chills 😂,4961,❤️
4977,2026-01-08 05:52:00,acc1,That animation quality was insane! 😎,4962,❤️
4978,2026-01-08 05:54:00,acc2,I think today's episode was incredible! ⚡,4964,😮
4979,2026-01-08 05:56:00,acc3,No spoilers please! 📚,4975,👏
4980,2026-01-08 05:58:00,acc4,I'm rewatching Demon Slayer this weekend. 🙌,4972,😭
4981,2026-01-08 06:00:00,acc1,No spoilers please! ⚡,4966,😂
4982,2026-01-08 06:02:00,acc2,My favorite moment in Solo Leveling still gives me chills 🤔,,😎
4983,2026-01-08 06:04:00,acc3,Random anime fact: Attack on Titan changed many viewers' expectations of anime. 🎉,,
4984,2026-01-08 06:06:00,acc4,That animation quality was insane! 💯,,👍
4985,2026-01-08 06:08:00,acc1,"Quote of the day: ""The world isn't perfect, but it's beautiful."" 🤔",4972,
4986,2026-01-08 06:10:00,acc2,Who's your favorite character from Dragon Ball? 😭,,😎
4987,2026-01-08 06:12:00,acc3,Anyone watching Jujutsu Kaisen lately? 🍜,,😭
4988,2026-01-08 06:14:00,acc4,Anyone watching One Piece lately? 🍜,,🔥
4989,2026-01-08 06:16:00,acc1,No spoilers please! ✨,4979,💯
4990,2026-01-08 06:18:00,acc2,Anyone watching Hunter x Hunter lately? ⚡,4988,😎
4991,2026-01-08 06:20:00,acc3,Opening theme has been stuck in my head. 😎,,💯
4992,2026-01-08 06:22:00,acc4,I'm rewatching Death Note this weekend. ✨,4990,😂
4993,2026-01-08 06:24:00,acc1,I'm rewatching Vinland Saga this weekend. 🍜,4987,😮
4994,2026-01-08 06:26:00,acc2,Random anime fact: One Piece is among the best-selling manga series. ⚡,,💯
4995,2026-01-08 06:28:00,acc3,Opening theme has been stuck in my head. 😂,4987,❤️
4996,2026-01-08 06:30:00,acc4,I'm rewatching My Hero Academia this weekend. ⚡,4980,👍
4997,2026-01-08 06:32:00,acc1,Random anime fact: Studio Ghibli films are famous for hand-drawn animation. 🎉,4981,😂
4998,2026-01-08 06:34:00,acc2,"Quote of the day: ""The world isn't perfect, but it's beautiful."" 👀",,😂
4999,2026-01-08 06:36:00,acc3,Random anime fact: Many anime openings become chart-topping songs. 🤔,4988,😭
5000,2026-01-08 06:38:00,acc4,Anyone watching Hunter x Hunter lately? 👀,4991,😮
5001,2026-01-08 06:40:00,acc1,I think today's episode was incredible! ❤️,,😎
5002,2026-01-08 06:42:00,acc2,I'm rewatching Solo Leveling this weekend. 😎,,😭
5003,2026-01-08 06:44:00,acc3,No spoilers please! 🤔,,
5004,2026-01-08 06:46:00,acc4,"Quote of the day: ""Power comes in response to a need."" 🍜",,💯
5005,2026-01-08 06:48:00,acc1,That animation quality was insane! ⚡,,😮
5006,2026-01-08 06:50:00,acc2,That animation quality was insane! 🤔,,😎
5007,2026-01-08 06:52:00,acc3,"Quote of the day: ""A lesson without pain is meaningless."" 📚",4993,😂
5008,2026-01-08 06:54:00,acc4,Anyone watching Solo Leveling lately? 😂,,🔥
5009,2026-01-08 06:56:00,acc1,No spoilers please! 😀,4997,😂
5010,2026-01-08 06:58:00,acc2,I'm rewatching Fullmetal Alchemist this weekend. ❤️,,🔥
5011,2026-01-08 07:00:00,acc3,My favorite moment in Fullmetal Alchemist still gives me chills 💯,5003,😎
5012,2026-01-08 07:02:00,acc4,That animation quality was insane! 🤔,4997,😂
5013,2026-01-08 07:04:00,acc1,No spoilers please! 📚,4997,😮
5014,2026-01-08 07:06:00,acc2,Opening theme has been stuck in my head. 😂,5009,👏
5015,2026-01-08 07:08:00,acc3,That animation quality was insane! 👀,5013,💯
5016,2026-01-08 07:10:00,acc4,Who's your favorite character from Frieren? 😎,5011,😂
5017,2026-01-08 07:12:00,acc1,No spoilers please! 💯,5008,
5018,2026-01-08 07:14:00,acc2,I think today's episode was incredible! 😀,,😂
5019,2026-01-08 07:16:00,acc3,No spoilers please! 😭,5012,🔥
5020,2026-01-08 07:18:00,acc4,No spoilers please! ✨,,
5021,2026-01-08 07:20:00,acc1,Opening theme has been stuck in my head. ⚡,5012,😎
5022,2026-01-08 07:22:00,acc2,I think today's episode was incredible! 😂,,😂
5023,2026-01-08 07:24:00,acc3,Opening theme has been stuck in my head. 🤔,5013,👏
5024,2026-01-08 07:26:00,acc4,I think today's episode was incredible! 🔥,,💯
5025,2026-01-08 07:28:00,acc1,Anyone watching Vinland Saga lately? 😭,,😭
5026,2026-01-08 07:30:00,acc2,I'm rewatching Hunter x Hunter this weekend. 😭,,😮
5027,2026-01-08 07:32:00,acc3,Opening theme has been stuck in my head. ✨,,
5028,2026-01-08 07:34:00,acc4,No spoilers please! ❤️,,😮
5029,2026-01-08 07:36:00,acc1,Random anime fact: One Piece is among the best-selling manga series. 🔥,,👏
5030,2026-01-08 07:38:00,acc2,"Quote of the day: ""The world isn't perfect, but it's beautiful."" 😎",5020,🔥
5031,2026-01-08 07:40:00,acc3,Opening theme has been stuck in my head. 📚,,🔥
5032,2026-01-08 07:42:00,acc4,I think today's episode was incredible! 😭,,👏
5033,2026-01-08 07:44:00,acc1,No spoilers please! 😀,5017,👍
5034,2026-01-08 07:46:00,acc2,Random anime fact: Many anime openings become chart-topping songs. 😀,5025,🔥
5035,2026-01-08 07:48:00,acc3,Random anime fact: Many anime openings become chart-topping songs. ❤️,,💯
5036,2026-01-08 07:50:00,acc4,"Quote of the day: ""A lesson without pain is meaningless."" 🔥",,😎
5037,2026-01-08 07:52:00,acc1,Opening theme has been stuck in my head. ❤️,5027,💯
5038,2026-01-08 07:54:00,acc2,Anyone watching One Piece lately? 😂,5026,😎
5039,2026-01-08 07:56:00,acc3,I'm rewatching Vinland Saga this weekend. 🙌,,😂
5040,2026-01-08 07:58:00,acc4,I'm rewatching Vinland Saga this weekend. 📚,5032,
5041,2026-01-08 08:00:00,acc1,I think today's episode was incredible! ✨,5035,😮
5042,2026-01-08 08:02:00,acc2,Anyone watching Bleach lately? 🎉,5035,👍
5043,2026-01-08 08:04:00,acc3,That animation quality was insane! 📚,,👏
5044,2026-01-08 08:06:00,acc4,I'm rewatching Attack on Titan this weekend. 🤔,5039,😮
5045,2026-01-08 08:08:00,acc1,Who's your favorite character from Vinland Saga? 🍜,,😭
5046,2026-01-08 08:10:00,acc2,I'm rewatching Fullmetal Alchemist this weekend. ✨,5044,👍
5047,2026-01-08 08:12:00,acc3,Anyone watching Solo Leveling lately? 👀,5037,💯
5048,2026-01-08 08:14:00,acc4,I'm rewatching Dragon Ball this weekend. ❤️,5046,😮
5049,2026-01-08 08:16:00,acc1,No spoilers please! 👀,5041,😎
5050,2026-01-08 08:18:00,acc2,Who's your favorite character from Hunter x Hunter? ❤️,,
5051,2026-01-08 08:20:00,acc3,"Quote of the day: ""Power comes in response to a need."" 👀",5041,😂
5052,2026-01-08 08:22:00,acc4,Anyone watching Solo Leveling lately? ❤️,5045,
5053,2026-01-08 08:24:00,acc1,Opening theme has been stuck in my head. 🎉,5039,😮
5054,2026-01-08 08:26:00,acc2,Who's your favorite character from Hunter x Hunter? 🤔,5047,👏
5055,2026-01-08 08:28:00,acc3,My favorite moment in Demon Slayer still gives me chills 🍜,5045,👍
5056,2026-01-08 08:30:00,acc4,Anyone watching Hunter x Hunter lately? 😂,5040,🔥
5057,2026-01-08 08:32:00,acc1,Who's your favorite character from Solo Leveling? 👀,,👍
5058,2026-01-08 08:34:00,acc2,I'm rewatching Frieren this weekend. ❤️,,😭
5059,2026-01-08 08:36:00,acc3,Opening theme has been stuck in my head. 🙌,,❤️
5060,2026-01-08 08:38:00,acc4,My favorite moment in Vinland Saga still gives me chills 🔥,5044,🔥
5061,2026-01-08 08:40:00,acc1,No spoilers please! 🤔,5056,😎
5062,2026-01-08 08:42:00,acc2,Anyone watching Bleach lately? 📚,,😮
5063,2026-01-08 08:44:00,acc3,"Quote of the day: ""Keep moving forward."" 👀",,👏
5064,2026-01-08 08:46:00,acc4,That animation quality was insane! 🙌,,🔥
5065,2026-01-08 08:48:00,acc1,Anyone watching Solo Leveling lately? 🎉,,👏
5066,2026-01-08 08:50:00,acc2,My favorite moment in Death Note still gives me chills 😀,5064,👍
5067,2026-01-08 08:52:00,acc3,I think today's episode was incredible! 🎉,5052,😎
5068,2026-01-08 08:54:00,acc4,That animation quality was insane! 😀,5062,❤️
5069,2026-01-08 08:56:00,acc1,Opening theme has been stuck in my head. 🎉,,💯
5070,2026-01-08 08:58:00,acc2,My favorite moment in Dragon Ball still gives me chills 🤔,5064,
5071,2026-01-08 09:00:00,acc3,I'm rewatching Hunter x Hunter this weekend. ✨,,💯
5072,2026-01-08 09:02:00,acc4,No spoilers please! 😀,,😮
5073,2026-01-08 09:04:00,acc1,Random anime fact: Attack on Titan changed many viewers' expectations of anime. 🙌,5070,😎
5074,2026-01-08 09:06:00,acc2,My favorite moment in Dragon Ball still gives me chills 📚,5059,😂
5075,2026-01-08 09:08:00,acc3,"Quote of the day: ""A lesson without pain is meaningless."" 😂",,👏
5076,2026-01-08 09:10:00,acc4,Who's your favorite character from Demon Slayer? 👀,,👍
5077,2026-01-08 09:12:00,acc1,I'm rewatching Fullmetal Alchemist this weekend. 📚,5069,😎
5078,2026-01-08 09:14:00,acc2,I'm rewatching Dragon Ball this weekend. 🙌,,👍
5079,2026-01-08 09:16:00,acc3,Random anime fact: One Piece is among the best-selling manga series. 😂,5075,😂
5080,2026-01-08 09:18:00,acc4,Anyone watching Naruto lately? 📚,5073,👏
5081,2026-01-08 09:20:00,acc1,My favorite moment in Bleach still gives me chills ⚡,,❤️
5082,2026-01-08 09:22:00,acc2,My favorite moment in Vinland Saga still gives me chills ✨,5076,😂
5083,2026-01-08 09:24:00,acc3,Opening theme has been stuck in my head. 🍜,5070,👍
5084,2026-01-08 09:26:00,acc4,No spoilers please! 👀,5077,😂
5085,2026-01-08 09:28:00,acc1,My favorite moment in Naruto still gives me chills ❤️,5082,👏
5086,2026-01-08 09:30:00,acc2,Opening theme has been stuck in my head. 🙌,5083,❤️
5087,2026-01-08 09:32:00,acc3,My favorite moment in One Piece still gives me chills 💯,5077,😎
5088,2026-01-08 09:34:00,acc4,I think today's episode was incredible! 😀,,❤️
5089,2026-01-08 09:36:00,acc1,That animation quality was insane! 🎉,,❤️
5090,2026-01-08 09:38:00,acc2,No spoilers please! 🙌,5078,😮
5091,2026-01-08 09:40:00,acc3,My favorite moment in Vinland Saga still gives me chills 🙌,5082,❤️
5092,2026-01-08 09:42:00,acc4,"Quote of the day: ""Keep moving forward."" 🍜",,
5093,2026-01-08 09:44:00,acc1,I think today's episode was incredible! 👀,,💯
5094,2026-01-08 09:46:00,acc2,No spoilers please! 🍜,,😂
5095,2026-01-08 09:48:00,acc3,That animation quality was insane! 😭,5082,
5096,2026-01-08 09:50:00,acc4,Who's your favorite character from Dragon Ball? ⚡,,😮
5097,2026-01-08 09:52:00,acc1,Opening theme has been stuck in my head. 💯,5085,
5098,2026-01-08 09:54:00,acc2,That animation quality was insane! 📚,,🔥
5099,2026-01-08 09:56:00,acc3,That animation quality was insane! 🎉,5097,
5100,2026-01-08 09:58:00,acc4,That animation quality was insane! 😂,5088,😭
5101,2026-01-08 10:00:00,acc1,I'm rewatching Jujutsu Kaisen this weekend. 😂,5095,💯
5102,2026-01-08 10:02:00,acc2,That animation quality was insane! 🔥,,😭
5103,2026-01-08 10:04:00,acc3,That animation quality was insane! 🎉,,😎
5104,2026-01-08 10:06:00,acc4,"Quote of the day: ""People's dreams never end."" 🎉",,😎
5105,2026-01-08 10:08:00,acc1,No spoilers please! 📚,5099,💯
5106,2026-01-08 10:10:00,acc2,That animation quality was insane! 😂,,😂
5107,2026-01-08 10:12:00,acc3,Who's your favorite character from Death Note? 🍜,,❤️
5108,2026-01-08 10:14:00,acc4,My favorite moment in Dragon Ball still gives me chills ❤️,5094,👏
5109,2026-01-08 10:16:00,acc1,I think today's episode was incredible! ❤️,,💯
5110,2026-01-08 10:18:00,acc2,No spoilers please! 🤔,5098,
5111,2026-01-08 10:20:00,acc3,My favorite moment in Haikyuu!! still gives me chills 🔥,,👍
5112,2026-01-08 10:22:00,acc4,I think today's episode was incredible! 💯,5110,🔥
5113,2026-01-08 10:24:00,acc1,My favorite moment in Solo Leveling still gives me chills ❤️,5102,💯
5114,2026-01-08 10:26:00,acc2,Opening theme has been stuck in my head. 🍜,,😂
5115,2026-01-08 10:28:00,acc3,My favorite moment in Hunter x Hunter still gives me chills 🙌,,❤️
5116,2026-01-08 10:30:00,acc4,Who's your favorite character from Jujutsu Kaisen? 📚,5103,❤️
5117,2026-01-08 10:32:00,acc1,Anyone watching Steins;Gate lately? 😎,5109,😭
5118,2026-01-08 10:34:00,acc2,I'm rewatching Hunter x Hunter this weekend. 💯,5109,
5119,2026-01-08 10:36:00,acc3,Random anime fact: Many anime openings become chart-topping songs. 😀,,❤️
5120,2026-01-08 10:38:00,acc4,My favorite moment in Vinland Saga still gives me chills ❤️,,
5121,2026-01-08 10:40:00,acc1,Anyone watching Bleach lately? 💯,5117,
5122,2026-01-08 10:42:00,acc2,That animation quality was insane! 🔥,,😭
5123,2026-01-08 10:44:00,acc3,No spoilers please! 🤔,5111,👏
5124,2026-01-08 10:46:00,acc4,Who's your favorite character from Jujutsu Kaisen? 🎉,5116,😂
5125,2026-01-08 10:48:00,acc1,Random anime fact: Many anime openings become chart-topping songs. 🍜,,😮
5126,2026-01-08 10:50:00,acc2,I think today's episode was incredible! ❤️,,😭
5127,2026-01-08 10:52:00,acc3,Anyone watching Demon Slayer lately? 🤔,5115,👏
5128,2026-01-08 10:54:00,acc4,No spoilers please! 🙌,,😭
5129,2026-01-08 10:56:00,acc1,That animation quality was insane! ⚡,5119,💯
5130,2026-01-08 10:58:00,acc2,No spoilers please! ✨,5118,👏
5131,2026-01-08 11:00:00,acc3,I'm rewatching My Hero Academia this weekend. 😀,,❤️
5132,2026-01-08 11:02:00,acc4,I think today's episode was incredible! ✨,5117,👏
5133,2026-01-08 11:04:00,acc1,Anyone watching Jujutsu Kaisen lately? 😂,5121,❤️
5134,2026-01-08 11:06:00,acc2,My favorite moment in Steins;Gate still gives me chills 😀,,💯
5135,2026-01-08 11:08:00,acc3,Random anime fact: Studio Ghibli films are famous for hand-drawn animation. 🤔,5132,
5136,2026-01-08 11:10:00,acc4,I'm rewatching Haikyuu!! this weekend. 🙌,,🔥
5137,2026-01-08 11:12:00,acc1,Opening theme has been stuck in my head. 🎉,5122,❤️
5138,2026-01-08 11:14:00,acc2,"Quote of the day: ""A lesson without pain is meaningless."" 🍜",5134,
5139,2026-01-08 11:16:00,acc3,Opening theme has been stuck in my head. 😭,5124,👍
5140,2026-01-08 11:18:00,acc4,Who's your favorite character from Naruto? 🎉,,😮
5141,2026-01-08 11:20:00,acc1,I think today's episode was incredible! 🙌,5136,💯
5142,2026-01-08 11:22:00,acc2,No spoilers please! ✨,,😭
5143,2026-01-08 11:24:00,acc3,I think today's episode was incredible! 😂,5129,😭
5144,2026-01-08 11:26:00,acc4,"Quote of the day: ""The world isn't perfect, but it's beautiful."" 😭",5135,😮
5145,2026-01-08 11:28:00,acc1,Random anime fact: Voice actors in Japan are called seiyuu. 😂,,🔥
5146,2026-01-08 11:30:00,acc2,I'm rewatching Solo Leveling this weekend. 😀,,😭
5147,2026-01-08 11:32:00,acc3,No spoilers please! 😎,,💯
5148,2026-01-08 11:34:00,acc4,I'm rewatching My Hero Academia this weekend. ⚡,,😭
5149,2026-01-08 11:36:00,acc1,That animation quality was insane! 😭,5145,👏
5150,2026-01-08 11:38:00,acc2,I'm rewatching Haikyuu!! this weekend. 💯,,😂
5151,2026-01-08 11:40:00,acc3,Random anime fact: Attack on Titan changed many viewers' expectations of anime. 😂,5145,😎
5152,2026-01-08 11:42:00,acc4,"Quote of the day: ""Keep moving forward."" 🍜",5144,💯
5153,2026-01-08 11:44:00,acc1,Who's your favorite character from Demon Slayer? 🎉,5139,💯
5154,2026-01-08 11:46:00,acc2,"Quote of the day: ""A lesson without pain is meaningless."" 👀",,👍
5155,2026-01-08 11:48:00,acc3,Opening theme has been stuck in my head. 💯,5145,
5156,2026-01-08 11:50:00,acc4,That animation quality was insane! 📚,,💯
5157,2026-01-08 11:52:00,acc1,"Quote of the day: ""Keep moving forward."" 🤔",,🔥
5158,2026-01-08 11:54:00,acc2,I think today's episode was incredible! ❤️,5153,😮
5159,2026-01-08 11:56:00,acc3,Who's your favorite character from Bleach? 💯,5155,💯
5160,2026-01-08 11:58:00,acc4,Random anime fact: Did you know? Anime is often adapted from manga or light novels. 😎,,💯
5161,2026-01-08 12:00:00,acc1,My favorite moment in Hunter x Hunter still gives me chills 💯,5156,👍
5162,2026-01-08 12:02:00,acc2,That animation quality was insane! 🎉,,😎
5163,2026-01-08 12:04:00,acc3,I think today's episode was incredible! 🙌,5161,👏
5164,2026-01-08 12:06:00,acc4,My favorite moment in Dragon Ball still gives me chills 🔥,5155,
5165,2026-01-08 12:08:00,acc1,That animation quality was insane! 🎉,,💯
5166,2026-01-08 12:10:00,acc2,I'm rewatching Solo Leveling this weekend. 🔥,,💯
5167,2026-01-08 12:12:00,acc3,Opening theme has been stuck in my head. 🤔,,😎
5168,2026-01-08 12:14:00,acc4,Who's your favorite character from Vinland Saga? 🍜,,😮
5169,2026-01-08 12:16:00,acc1,No spoilers please! ❤️,,😎
5170,2026-01-08 12:18:00,acc2,I'm rewatching Frieren this weekend. 🎉,5157,🔥
5171,2026-01-08 12:20:00,acc3,That animation quality was insane! 🍜,,👍
5172,2026-01-08 12:22:00,acc4,"Quote of the day: ""People's dreams never end."" 😂",5161,😮
5173,2026-01-08 12:24:00,acc1,"Quote of the day: ""Power comes in response to a need."" 🔥",,😮
5174,2026-01-08 12:26:00,acc2,My favorite moment in Death Note still gives me chills 🎉,,
5175,2026-01-08 12:28:00,acc3,No spoilers please! 🍜,5160,💯
5176,2026-01-08 12:30:00,acc4,Who's your favorite character from Steins;Gate? 😀,5172,
5177,2026-01-08 12:32:00,acc1,No spoilers please! ❤️,5161,💯
5178,2026-01-08 12:34:00,acc2,I'm rewatching My Hero Academia this weekend. 😭,5168,😭
5179,2026-01-08 12:36:00,acc3,That animation quality was insane! 💯,,😂
5180,2026-01-08 12:38:00,acc4,Who's your favorite character from Fullmetal Alchemist? 😭,,😂
5181,2026-01-08 12:40:00,acc1,That animation quality was insane! 🎉,5172,😂
